eth,0x1681195c176239ac5e72d9aebacf5b2492e0c4ee,0.3.7,0
eth,0xa920de414ea4ab66b97da1bfe9e6eca7d4219635,0.3.7,0
eth,0x421efd53fa0d90687db5ef370d5dcd7f89cbd9de,0.3.7,0
eth,0x6b2a52286babba5755bd1eb534b68e09dac7db2b,0.3.7,0
eth,0x35793cc725a97a761f3418ff6fa11c70255969b7,0.3.7,0
eth,0xadc4e7c8dfa2b3a00fed716e871e0d3bb9a6446e,0.3.7,0
eth,0xbfab6fa95e0091ed66058ad493189d2cb29385e6,0.3.7,545197217520855310012
eth,0x772e591af13856c7d00aa12d77259384d25f4824,None,0
eth,0xfc2838a17d8e8b1d5456e0a351b0708a09211147,0.3.7,0
eth,0xae34574ac03a15cd58a92dc79de7b1a0800f1ce3,0.3.7,0
eth,0xfb860600f1be1f1c72a89b2ef5caf345aff7d39d,0.3.7,0
eth,0x63b709d2118ba0389ee75a131d1f9a473e06afbd,0.3.7,0
eth,0x31b4e7a17ac5d2c346324c3baea72c9deca293ca,0.3.7,0
eth,0x4bfa7046c0d4ef0766e6702cf7d43733e0594092,0.3.7,0
eth,0xdbed1e3887bd0f7e352669ce86c96e5808c4bce3,0.3.7,0
eth,0x436587f4cbf8350675cb5e7b2467edc5777678b7,0.3.7,0
eth,0x2cbddc8f170f3d9997f76a48ed6c44aeefe8b35e,0.3.7,0
eth,0x727381ed75237af01b7cf564d766acc0c7f6fa38,0.3.7,0
eth,0x81135e94765be142bebad39ae3f3dbe8d052f9db,0.3.7,0
eth,0xaa044115e1927d0d2e9a223d1c0d9365a560a1c5,0.3.7,0
eth,0xb556fa4c4752321b3154f08dfbdfcf34847f2eac,0.3.7,0
eth,0x293436d4e4a15fbc6ccc400c14a01735e5fc74fd,0.3.7,0
eth,0xd3e576b5dcde3580420a5ef78f3639ba9cd1b967,0.3.7,0
eth,0xa2518b71ee64e910741f5cf480b19e8e402de4d7,0.3.7,0
eth,0x221d1ff831d8820106efb2b811d9bb47c715db7e,0.3.7,0
eth,0xc098f76c7e183e9916be6ffef39355b3f18fdf23,0.3.7,0
eth,0xc5c3a1f095ac7cca8c832fcae526b3487e343ac2,0.3.7,0
eth,0xb899034e0f6b01f4391f0af21cf2068e55701d7f,None,0
eth,0xcdb55051fc792303ddc7c1052cc5161baed88e2a,None,0
eth,0x88d48daff4f0da7dcd774d5b31a0a90a07283882,None,0
eth,0xf6f6895cff43172818c43310a3c22d43c453344a,None,0
eth,0x5d5dab5c8f2b182ca96b3201d50e3b610c3250f1,None,0
eth,0xe0438eb3703bf871e31ce639bd351109c88666ea,0.3.7,0
eth,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,0.3.7,0
eth,0x096fee1f3f71e9205f3106ce0c719a844a517152,None,0
eth,0x83d34ebdda83c430d9b7e5ed55808106fc1e768b,None,0
eth,0x681a8528b7e967867354c2406dcf7f5ec2f7c5a1,0.3.7,0
eth,0x82fc4dcc3d028d3bc4670ee9fc0b41d12d5443c2,None,0
eth,0xf6a55c5de96a7ca4ae80b64fe4d1002173341195,None,0
